person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,prev_default_flag,high_lpi_low_grade,default,pd_hat,risk_band,exposure,expected_loss
21,33996,1.0,6000,12.53,0.18,3,1,0,0,0.3475020067665031,High,6000,938.2554182695585
24,67000,2.0,16000,12.69,0.24,4,0,0,0,0.09607767447231352,Medium,16000,691.7592562006573
22,107000,6.0,24000,19.69,0.22,4,1,0,1,0.7230463475684189,High,24000,7808.900553738924
22,80000,1.0,2000,10.99,0.03,4,0,0,0,0.04915348236728225,Low,2000,44.23813413055403
24,39000,4.0,7000,7.49,0.18,3,0,0,1,0.08443031492201339,Medium,7000,265.9554920043422
29,120000,2.0,35000,8.9,0.29,6,0,0,0,0.038916938931498814,Low,35000,612.9417881711064
31,40000,4.0,4625,12.42,0.12,5,0,0,0,0.08253347947506011,Medium,4625,171.77280415746887
26,84996,0.0,9000,11.26,0.11,2,0,0,0,0.054649735707258666,Medium,9000,221.3314296143976
25,32000,2.0,8575,15.62,0.27,2,0,0,1,0.7765112364676354,High,8575,2996.3627337194885
27,100000,0.0,18000,7.88,0.18,5,0,0,0,0.02405891239057532,Low,18000,194.8771903636601
27,51000,9.0,1600,10.59,0.03,6,0,0,0,0.07118321506669681,Medium,1600,51.251914848021705
30,86000,7.0,10000,10.99,0.12,10,0,0,0,0.0522101909655192,Medium,10000,234.9458593448364
23,46500,0.0,8400,16.89,0.18,3,1,0,1,0.7984389965695445,High,8400,3018.0994070328784
29,45000,8.0,18250,14.27,0.41,6,0,0,1,0.6683753158473881,High,18250,5489.032281396675
22,103000,6.0,15000,9.63,0.15,4,0,0,1,0.03171592129326202,Low,15000,214.08246872951864
39,60000,20.0,7000,7.68,0.12,15,0,0,0,0.04055583769214239,Low,7000,127.75088873024852
23,78000,1.0,16000,11.89,0.21,3,0,0,0,0.09316303316274374,Medium,16000,670.773838771755
23,38000,7.0,12000,11.71,0.32,2,0,0,1,0.6544861810304319,High,12000,3534.2253775643326
32,14400,7.0,3000,13.98,0.21,8,1,0,1,0.924886350182209,High,3000,1248.5965727459823
23,36000,7.0,2000,11.49,0.06,2,0,0,0,0.11509941141717014,Medium,2000,103.58947027545314
27,90000,4.0,15000,10.99,0.17,6,0,0,0,0.04585890348160009,Low,15000,309.54759850080063
25,60500,6.0,17000,12.42,0.28,2,0,0,0,0.09096134195593174,Medium,17000,695.8542659628778
25,140000,9.0,35000,10.59,0.25,4,0,0,0,0.03716313984173753,Low,35000,585.3194525073661
31,200000,1.0,7800,9.63,0.04,5,0,0,0,0.02974956874447724,Low,7800,104.42098629311512
23,46000,2.0,8000,11.86,0.17,3,0,0,1,0.11362851319632766,Medium,8000,409.06264750677957
25,79000,9.0,14500,11.48,0.18,3,0,0,0,0.09490299014376678,Medium,14500,619.2420106880783
30,35000,4.0,22750,10.62,0.65,10,0,0,0,0.6447721386578434,High,22750,6600.854769509672
32,74000,3.0,5000,10.62,0.07,10,0,0,0,0.07371476829433876,Medium,5000,165.8582286622622
46,116000,6.0,10000,6.03,0.09,15,0,0,0,0.022803182723661178,Low,10000,102.6143222564753
24,54080,8.0,8000,8.63,0.15,4,0,0,0,0.06449253060792566,Medium,8000,232.17311018853238
23,29000,6.0,7750,14.59,0.27,3,1,0,1,0.6574158342614708,High,7750,2292.737721986879
34,74000,10.0,17000,14.27,0.23,10,1,0,0,0.257026391155174,High,17000,1966.251892337081
22,48400,6.0,12000,14.65,0.25,3,1,0,1,0.3411360378006032,High,12000,1842.1346041232573
28,74000,6.0,7000,15.38,0.09,9,0,0,1,0.4239345967200787,High,7000,1335.393979668248
26,43873,4.0,17500,16.32,0.4,3,0,1,0,0.8208018680444472,High,17500,6463.814710850022
28,60000,4.0,3500,10.25,0.06,10,0,0,0,0.045887410992300606,Low,3500,72.27267231287347
23,57996,1.0,11650,13.47,0.2,2,0,0,0,0.12116043191913642,Medium,11650,635.1835643360728
23,28000,5.0,6000,9.63,0.21,4,0,0,0,0.10652176980536363,Medium,6000,287.6087784744818
32,45000,3.0,3000,12.61,0.07,7,0,0,0,0.1052500352818885,Medium,3000,142.0875476305495
28,37152,12.0,2300,13.17,0.06,7,0,0,0,0.13750531776381328,Medium,2300,142.31800388554674
43,65000,17.0,7200,16.29,0.11,17,0,0,0,0.4444590105927483,High,7200,1440.0471943205046
43,80000,3.0,9800,5.99,0.12,17,0,0,0,0.02278259028929525,Low,9800,100.47122317579205
27,72000,3.0,25000,15.95,0.35,6,1,1,1,0.8038065415693005,High,25000,9042.823592654631
23,55000,6.0,18500,13.16,0.34,3,0,0,0,0.5893003503030021,High,18500,4905.925416272493
29,98000,2.0,7925,10.59,0.08,9,0,0,1,0.03849166035527918,Low,7925,137.27088374201438
38,98000,7.0,12000,10.37,0.12,17,0,0,0,0.037116049329922914,Low,12000,200.42666638158371
22,93218,5.0,12000,11.49,0.13,3,0,0,0,0.0474217104414549,Low,12000,256.0772363838565
26,48000,4.0,3000,10.14,0.06,3,0,0,0,0.07705296642827773,Medium,3000,104.02150467817495
21,60000,0.0,10000,10.99,0.17,4,1,0,0,0.13725020590192102,Medium,10000,617.6259265586447
29,46000,9.0,4000,6.76,0.09,9,0,0,0,0.0458033627397138,Low,4000,82.44605293148484
22,31000,7.0,9250,14.11,0.3,4,0,0,1,0.4075130667031315,High,9250,1696.2731401517847
42,57996,26.0,6000,8.59,0.1,12,0,0,0,0.047971810876150045,Low,6000,129.52388936560513
28,72500,1.0,12000,7.49,0.17,6,0,0,0,0.034298974379050814,Low,12000,185.2144616468744
25,33000,0.0,1000,7.29,0.03,4,0,0,0,0.0844177297157445,Medium,1000,37.987978372085024
21,62316,5.0,10000,7.66,0.16,4,0,0,0,0.03423114427049232,Low,10000,154.04014921721543
23,54996,8.0,15000,14.83,0.27,2,0,0,0,0.43868622639323285,High,15000,2961.132028154322
26,300000,10.0,20000,7.88,0.07,4,0,0,0,0.023613827877884193,Low,20000,212.52445090095776
27,47000,3.0,25000,15.7,0.53,10,1,1,1,0.8540262848442514,High,25000,9607.795704497828
33,189000,5.0,20000,6.17,0.11,7,0,0,0,0.022134826780784534,Low,20000,199.2134410270608
22,70000,2.0,3000,7.29,0.04,4,0,0,0,0.02693766649883629,Low,3000,36.36584977342899
27,110000,6.0,16000,15.27,0.15,8,0,0,0,0.20699744849632715,High,16000,1490.3816291735554
27,78000,0.0,5000,5.42,0.06,7,0,0,0,0.035546514467526984,Low,5000,79.97965755193572
49,15000,6.0,2400,9.91,0.16,17,0,0,1,0.893243291054924,High,2400,964.702754339318
24,31000,8.0,5000,5.42,0.16,2,0,0,0,0.08514297845626237,Medium,5000,191.57170152659035
38,81000,0.0,11000,10.36,0.14,14,0,0,0,0.03995483380207744,Low,11000,197.77642732028335
25,38014,4.0,10000,8.49,0.26,3,0,0,0,0.07171902314037619,Medium,10000,322.73560413169287
23,130000,7.0,25000,11.49,0.19,4,0,0,0,0.05370435174411926,Medium,25000,604.1739571213417
28,75000,5.0,10000,12.21,0.13,5,0,0,0,0.07036594407869583,Medium,10000,316.6467483541312
26,87500,3.0,7500,15.05,0.09,2,1,0,0,0.2689571118470375,High,7500,907.7302524837517
21,38000,5.0,12000,10.37,0.32,4,0,0,1,0.7014501174055238,High,12000,3787.830633989828
22,60612,6.0,5300,10.99,0.09,4,0,0,0,0.07533745297348687,Medium,5300,179.6798253417662
28,95000,12.0,35000,9.63,0.37,5,0,0,0,0.24475859525869603,High,35000,3854.947875324463
38,50000,5.0,10000,10.99,0.2,13,0,0,0,0.08150040867699422,Medium,10000,366.751839046474
34,66996,4.0,13000,15.2,0.19,9,1,0,1,0.3571518816549147,High,13000,2089.338507681251
26,100000,5.0,24000,10.99,0.24,4,0,0,0,0.05904988718370908,Medium,24000,637.7387815840581
26,108000,4.0,9000,5.79,0.08,2,0,0,0,0.02250358128635568,Low,9000,91.13950420974051
22,36000,6.0,12000,15.21,0.33,3,1,1,0,0.7830468594678034,High,12000,4228.4530411261385
30,75000,2.0,6000,12.68,0.08,8,0,0,0,0.08482599630250173,Medium,6000,229.0301900167547
29,24996,2.0,8000,9.99,0.32,7,0,0,0,0.7127168464145363,High,8000,2565.7806470923306
30,145000,4.0,6000,10.59,0.04,8,0,0,0,0.03321921200604356,Low,6000,89.69187241631761
27,60000,2.0,5000,15.21,0.08,9,1,0,1,0.4477830390446206,High,5000,1007.5118378503962
25,52000,2.0,6000,12.87,0.12,4,1,0,0,0.12651799924302906,Medium,6000,341.5985979561785
22,70000,2.0,6000,5.42,0.09,2,0,0,0,0.024484239065114384,Low,6000,66.10744547580885
40,54400,16.0,25000,18.09,0.39,12,0,1,1,0.9112132086379668,High,25000,10251.148597177127
33,53000,2.0,10000,8.94,0.19,9,0,0,0,0.05193218988342724,Medium,10000,233.69485447542257
25,80000,6.0,25000,11.48,0.31,4,0,0,0,0.4349738881383492,High,25000,4893.456241556429
24,72000,8.0,5000,6.03,0.07,4,0,0,0,0.03317090333058099,Low,5000,74.63453249380723
26,25000,1.0,12000,12.09,0.48,2,0,0,1,0.773062535982077,High,12000,4174.537694303216
23,21000,6.0,7500,6.91,0.36,4,0,0,1,0.42125184541748495,High,7500,1421.7249782840117
25,25716,1.0,9250,6.54,0.36,2,0,0,1,0.6306143626457918,High,9250,2624.9322845131087
24,62000,7.0,6200,10.99,0.1,2,0,0,0,0.07533745297348687,Medium,6200,210.19149379602837
22,26880,2.0,1600,11.12,0.06,2,0,0,0,0.13945639168675444,Medium,1600,100.40860201446321
30,64600,8.0,8000,15.99,0.11,6,1,0,1,0.4329945673202163,High,8000,1558.7804423527787
27,82000,3.0,10000,6.92,0.12,9,0,0,0,0.026617490248736404,Low,10000,119.77870611931381
27,53000,6.0,5000,10.99,0.09,7,0,0,0,0.09423314786370024,Medium,5000,212.02458269332556
34,57912,7.0,5600,5.42,0.1,8,0,0,0,0.037396942654873304,Low,5600,94.24029549028073
24,52000,8.0,3000,7.66,0.06,4,0,0,0,0.039274876385055474,Low,3000,53.02108311982489
21,39000,4.0,6000,10.38,0.15,3,0,0,0,0.1579610482056545,High,6000,426.49483015526715
24,50000,2.0,4800,13.22,0.1,4,0,0,0,0.11618995199563843,Medium,4800,250.97029631057902
27,48000,7.0,9800,8.59,0.2,5,0,0,0,0.05552646049568047,Medium,9800,244.87169078595088
26,27983,7.0,6000,7.88,0.21,3,0,0,0,0.07365608650564545,Medium,6000,198.8714335652427
35,30000,3.0,8000,10.99,0.27,6,0,0,0,0.18545126015251692,High,8000,667.6245365490608
36,280000,3.0,5000,14.26,0.02,16,0,0,0,0.10744656386774289,Medium,5000,241.7547687024215
23,170000,7.0,12000,11.11,0.07,2,0,0,0,0.04328721775985113,Low,12000,233.75097590319612
24,55000,2.0,8000,8.0,0.15,2,0,0,0,0.048972228199853134,Low,8000,176.3000215194713
33,53000,13.0,10000,15.96,0.19,9,0,0,0,0.4073685564271528,High,10000,1833.1585039221877
28,28080,0.0,12000,7.88,0.43,5,0,0,1,0.6839767377500053,High,12000,3693.474383850029
35,90000,15.0,7000,11.71,0.08,9,0,0,0,0.045322047295544565,Low,7000,142.76444898096537
23,10000,1.0,2100,12.21,0.21,3,0,0,1,0.918933714166516,High,2100,868.3923598873577
37,30000,6.0,6500,10.37,0.22,11,0,0,0,0.14963362393685112,Medium,6500,437.67835001528954
24,45000,5.0,1000,7.4,0.02,3,0,0,0,0.038560924647642617,Low,1000,17.352416091439178
28,42000,13.0,8500,14.96,0.2,10,0,0,0,0.42618534049947887,High,8500,1630.1589274105067
24,60000,8.0,13000,7.29,0.22,2,0,0,0,0.028290779862889574,Low,13000,165.50106219790402
31,24000,1.0,1200,8.94,0.05,5,0,0,0,0.0952317119943508,Medium,1200,51.425124476949435
23,75000,4.0,12000,6.03,0.16,3,0,0,0,0.030525141559215704,Low,12000,164.83576441976479
25,53000,4.0,6000,6.62,0.11,2,0,0,0,0.03573907101125276,Low,6000,96.49549173038245
25,90996,5.0,14000,12.23,0.15,2,0,0,0,0.050015592832903286,Medium,14000,315.0982348472907
42,26568,6.0,2500,10.37,0.09,14,0,0,0,0.11463865844494159,Medium,2500,128.9684907505593
23,50000,3.0,7000,13.48,0.14,2,1,0,0,0.12031416632480119,Medium,7000,378.98962392312376
24,65000,1.0,8500,7.51,0.13,2,0,0,0,0.03423114427049232,Low,8500,130.93412683463313
25,52000,9.0,24500,6.17,0.47,3,0,0,0,0.36665701062418965,High,24500,4042.393542131691
24,35200,1.0,4000,16.0,0.11,3,1,0,1,0.8106043516085779,High,4000,1459.0878328954402
28,31000,3.0,6000,15.33,0.19,9,0,0,0,0.5513279412717851,High,6000,1488.5854414338198
64,105000,8.0,20000,18.64,0.19,30,0,0,0,0.5658827275052492,High,20000,5092.944547547242
33,43000,1.0,9150,13.16,0.21,10,1,0,0,0.13541256309386301,Medium,9150,557.561228538981
24,26000,0.0,4200,16.0,0.16,2,0,0,1,0.7861087464693315,High,4200,1485.7455308270366
24,37200,4.0,10000,12.92,0.27,4,1,0,0,0.16261518303002934,High,10000,731.768323635132
27,45000,2.0,2700,9.91,0.06,6,0,0,0,0.06724609751954394,Medium,2700,81.7040084862459
23,90000,3.0,6000,10.25,0.07,3,0,0,0,0.03492892989508944,Low,6000,94.30811071674148
23,58000,1.0,4000,10.74,0.07,2,0,0,0,0.08368848713847013,Medium,4000,150.63927684924624
22,25000,2.0,7000,13.85,0.28,3,1,0,0,0.21122010834462462,High,7000,665.3433412855676
32,25200,17.0,4000,6.54,0.16,6,0,0,0,0.06663155579841508,Medium,4000,119.93680043714714
27,63000,12.0,18000,7.49,0.29,9,0,0,0,0.046799514417865305,Low,18000,379.076066784709
27,55000,11.0,8000,7.29,0.15,9,0,0,0,0.036812556949422155,Low,8000,132.52520501791975
24,425000,8.0,10000,7.88,0.02,2,0,0,0,0.02238296590461841,Low,10000,100.72334657078285
24,16020,3.0,3625,17.14,0.23,2,1,0,1,0.900946281067778,High,3625,1469.668620991813
26,72000,8.0,7000,9.32,0.1,2,0,0,0,0.04961348433897183,Low,7000,156.28247566776128
23,120000,7.0,18225,10.99,0.15,3,0,0,0,0.04249851905523915,Low,18225,348.54097940178013
46,70000,5.0,8000,7.29,0.11,13,0,0,0,0.02362986144245168,Low,8000,85.06750119282606
22,29004,6.0,2500,6.91,0.09,3,0,0,0,0.07791577198002464,Medium,2500,87.65524347752772
25,74000,3.0,10000,18.43,0.14,3,1,0,1,0.4827905219018659,High,10000,2172.5573485583964
27,81000,0.0,6000,7.14,0.07,9,0,0,0,0.029151635048425543,Low,6000,78.70941463074897
28,38700,8.0,3600,11.12,0.09,7,0,0,0,0.1037107580087683,Medium,3600,168.01142797420465
29,32997,7.0,10000,5.79,0.3,7,0,0,0,0.10305709275552377,Medium,10000,463.75691739985695
22,40000,2.0,10000,7.14,0.25,3,0,0,0,0.0357901842855212,Low,10000,161.0558292848454
26,71004,0.0,20000,13.36,0.28,2,1,0,1,0.16344711047054902,High,20000,1471.0239942349413
31,120000,6.0,28000,8.9,0.23,6,0,0,0,0.035248464439478384,Low,28000,444.1306519374277
23,80607,2.0,6000,12.21,0.07,2,0,0,0,0.05424363488903607,Medium,6000,146.4578142003974
25,155000,8.0,10000,13.06,0.06,3,1,0,0,0.07124442763794316,Medium,10000,320.59992437074425
27,47400,4.0,13500,6.17,0.28,9,0,0,0,0.047939234797466763,Low,13500,291.2308513946106
23,100000,5.0,15000,11.34,0.15,2,1,0,0,0.09083603498535386,Medium,15000,613.1432361511386
33,31000,2.0,13000,10.74,0.42,6,0,0,1,0.7272271559302376,High,13000,4254.27886219189
28,43000,4.0,13800,6.91,0.32,6,0,0,0,0.4651094023518905,High,13800,2888.32938860524
28,31800,2.0,6400,16.82,0.2,5,1,0,1,0.7875069933866286,High,6400,2268.02014095349
33,85000,0.0,10000,10.99,0.12,5,0,0,0,0.052765647332913154,Medium,10000,237.44541299810922
26,27000,0.0,8000,11.11,0.3,4,0,0,0,0.1576420098040204,High,8000,567.5112352944735
35,110000,2.0,11500,11.49,0.1,10,0,0,0,0.04679944906837529,Low,11500,242.18714892884216
24,57655,7.0,9925,15.58,0.17,2,0,0,1,0.4675527221689917,High,9925,2088.2073453872595
25,48996,9.0,11000,7.88,0.22,2,0,0,0,0.042147055892465694,Low,11000,208.62792666770517
29,38004,2.0,1500,12.53,0.04,7,1,0,1,0.15343201161587636,High,1500,103.56660784071654
30,90000,4.0,10000,14.18,0.11,10,1,0,0,0.1241354616244115,Medium,10000,558.6095773098518
25,31000,1.0,3000,10.99,0.1,4,0,0,1,0.17418927264216724,High,3000,235.15551806692577
22,62900,6.0,12000,16.35,0.16,2,1,0,1,0.43186017310074265,High,12000,2332.0449347440103
26,24000,1.0,6000,10.99,0.25,4,0,0,0,0.14956425395004727,Medium,6000,403.82348566512763
28,128000,11.0,14400,22.11,0.11,8,1,0,1,0.26892452975588704,High,14400,1742.630952818148
29,130000,13.0,17500,8.94,0.13,9,0,0,0,0.02801100265482479,Low,17500,220.58664590674522
28,40000,0.0,5600,13.49,0.14,8,0,0,0,0.10329540223410094,Medium,5600,260.3044136299344
23,37700,4.0,8000,15.62,0.21,3,1,0,0,0.46666371612946994,High,8000,1679.9893780660918
28,80000,12.0,35000,15.62,0.44,10,0,1,1,0.771828645268045,High,35000,12156.30116297171
21,12000,3.0,1600,10.59,0.13,2,0,0,0,0.28864094242156485,High,1600,207.8214785435267
22,18000,1.0,5400,15.31,0.3,4,1,0,1,0.9671667187470875,High,5400,2350.2151265554226
22,24000,0.0,1500,18.79,0.06,4,1,0,1,0.8424132822010251,High,1500,568.628965485692
41,95000,2.0,21600,13.92,0.23,12,1,0,0,0.09676975512862553,Medium,21600,940.6020198502401
21,42000,5.0,2500,9.99,0.06,2,0,0,0,0.08034827869201215,Medium,2500,90.39181352851367
26,80000,3.0,18000,5.79,0.23,4,0,0,0,0.027216235053886425,Low,18000,220.45150393648007
25,53000,4.0,7200,9.91,0.14,3,0,0,0,0.06754123672948859,Medium,7200,218.83360700354302
27,90000,11.0,15600,12.69,0.17,9,0,0,0,0.05459867050274212,Medium,15600,383.2826669292497
23,85000,3.0,15000,10.0,0.18,2,0,0,0,0.04349028505711753,Low,15000,293.55942413554334
65,45900,2.0,10000,10.99,0.22,19,1,0,0,0.20705161799115465,High,10000,931.732280960196
34,38000,1.0,10000,8.94,0.26,6,0,0,0,0.06958825123701748,Medium,10000,313.14713056657865
22,26400,3.0,10000,9.88,0.38,2,0,0,1,0.7206985130680857,High,10000,3243.143308806386
24,104000,8.0,25000,12.84,0.24,2,0,0,0,0.0717627073113547,Medium,25000,807.3304572527404
27,50000,7.0,5000,13.61,0.1,8,1,0,0,0.12049748815952924,Medium,5000,271.1193483589408
22,13200,0.0,2500,9.91,0.19,4,0,0,1,0.9083177110858153,High,2500,1021.8574249715422
24,44000,2.0,5000,15.23,0.11,2,0,0,1,0.6920770293459767,High,5000,1557.1733160284477
26,35000,1.0,3000,6.76,0.09,3,0,0,0,0.037391903478314406,Low,3000,50.47906969572445
26,42000,2.0,5000,11.91,0.12,4,1,0,0,0.16303363507414761,High,5000,366.82567891683215
23,160000,2.0,25000,15.65,0.16,2,1,0,0,0.5511837210377013,High,25000,6200.8168616741405
22,24996,2.0,13000,8.88,0.52,4,0,0,0,0.6502123926170348,High,13000,3803.742496809654
24,26000,2.0,6200,14.11,0.24,4,0,0,1,0.3458324716945005,High,6200,964.8725960276563
26,30000,3.0,8000,12.61,0.27,4,1,0,0,0.23019895646822902,High,8000,828.7162432856245
23,65000,6.0,8000,9.32,0.12,3,0,0,0,0.048305145810298204,Low,8000,173.89852491707356
21,30000,5.0,6400,10.99,0.21,3,0,0,0,0.182180262082579,High,6400,524.6791547978276
28,60000,2.0,3000,11.49,0.05,5,0,0,0,0.0622203361279847,Medium,3000,83.99745377277935
24,26000,6.0,10000,10.99,0.38,4,0,0,1,0.6654843762327611,High,10000,2994.679693047425
30,60000,3.0,21000,7.9,0.35,5,0,0,0,0.43635400502020016,High,21000,4123.545347440891
42,75000,6.0,17000,7.9,0.23,15,0,0,0,0.04121431996494033,Low,17000,315.2895477317935
30,340000,2.0,25000,18.3,0.07,8,0,0,0,0.5712464662167154,High,25000,6426.522744938048
22,64000,6.0,15000,13.23,0.23,3,1,0,0,0.11607885047964595,Medium,15000,783.5322407376102
22,75000,4.0,9000,6.99,0.12,3,0,0,0,0.030525141559215704,Low,9000,123.6268233148236
23,48562,4.0,3500,8.0,0.07,2,0,0,0,0.05594616287104104,Medium,3500,88.11520652188963
25,79000,0.0,9000,6.76,0.11,4,0,0,0,0.03527453695725163,Low,9000,142.8618746768691
31,38000,5.0,14000,9.91,0.37,5,0,0,0,0.6073317630442594,High,14000,3826.1901071788343
27,60000,11.0,17000,10.99,0.28,10,0,0,0,0.07235724573123074,Medium,17000,553.5329298439152
46,105000,4.0,6000,7.14,0.06,16,0,0,0,0.024639632886856663,Low,6000,66.527008794513
23,36000,7.0,4800,13.06,0.13,2,1,0,0,0.1442388097321966,Medium,4800,311.55582902154464
28,60000,2.0,6000,5.99,0.1,8,0,0,0,0.02526199337811494,Low,6000,68.20738212091034
30,39996,8.0,10000,12.73,0.25,6,0,0,0,0.0987045648468581,Medium,10000,444.1705418108615
33,33996,4.0,10000,10.99,0.29,10,0,0,0,0.26490745580538666,High,10000,1192.0835511242399
26,260000,10.0,28000,10.99,0.11,3,0,0,0,0.0541642056306287,Medium,28000,682.4689909459216
29,85000,14.0,7500,11.49,0.09,10,0,0,0,0.052974325637769756,Medium,7500,178.78834902747295
22,96000,4.0,5500,12.69,0.06,3,0,0,0,0.05726402204181434,Medium,5500,141.7284545534905
29,30000,3.0,6000,5.79,0.2,6,0,0,0,0.08288133388021937,Medium,6000,223.7796014765923
39,37200,1.0,5000,15.62,0.13,15,0,0,1,0.6986674462808544,High,5000,1572.0017541319226
26,100000,0.0,13500,7.14,0.14,3,0,0,0,0.024140422426213472,Low,13500,146.65306623924687
27,20000,4.0,7000,10.99,0.35,5,0,1,1,0.73377542489929,High,7000,2311.3925884327637
26,155142,6.0,23000,18.25,0.15,2,0,0,0,0.5023862722762188,High,23000,5199.697918058865
22,71004,6.0,1800,11.12,0.03,4,0,0,0,0.07440802902074871,Medium,1800,60.270503506806456
31,82656,10.0,6000,12.09,0.07,9,1,0,0,0.09211607965900634,Medium,6000,248.71341507931714
32,48000,8.0,5000,11.97,0.1,10,1,0,0,0.15122078507682576,High,5000,340.246766422858
26,69000,4.0,16000,15.7,0.23,4,0,0,0,0.5332382079105495,High,16000,3839.315096955957
25,41000,3.0,8000,10.99,0.2,2,0,0,0,0.10380007741835318,Medium,8000,373.6802787060714
30,105000,0.0,6000,14.72,0.06,10,1,0,0,0.2981778596056448,High,6000,805.080220935241
23,30000,0.0,4000,10.36,0.13,3,0,0,0,0.16073920497953903,High,4000,289.33056896317026
25,105000,3.0,12000,12.84,0.11,3,0,0,0,0.05590902775234725,Medium,12000,301.9087498626751
28,45996,0.0,11000,14.74,0.24,7,1,0,1,0.5202231407972242,High,11000,2575.1045469462597
38,76000,4.0,9000,5.99,0.12,12,0,0,0,0.026709229090262267,Low,9000,108.17237781556219
41,50000,24.0,5000,6.76,0.1,12,0,0,0,0.06087706710308684,Medium,5000,136.9734009819454
29,125000,0.0,10000,5.79,0.08,10,0,0,0,0.021386443784571312,Low,10000,96.23899703057091
24,72000,8.0,5000,6.03,0.07,3,0,0,0,0.03317090333058099,Low,5000,74.63453249380723
26,30000,0.0,9000,15.65,0.3,4,1,0,1,0.7846206517886544,High,9000,3177.7136397440504
22,52000,6.0,12000,11.99,0.23,3,0,0,0,0.0922632218014403,Medium,12000,498.2213977277776
24,68000,3.0,13500,12.21,0.2,2,0,0,0,0.07542357661930274,Medium,13500,458.1982279622641
22,20400,4.0,5000,12.42,0.25,2,0,0,0,0.12791709112068458,Medium,5000,287.81345502154034
23,65000,7.0,16000,14.59,0.25,4,0,0,0,0.28925770825239544,High,16000,2082.6554994172475
35,30000,1.0,7500,10.99,0.25,6,1,0,1,0.3065007682661879,High,7500,1034.4400928983841
21,110000,0.0,14000,9.99,0.13,2,0,0,0,0.03286496240859239,Low,14000,207.04926317413205
33,38400,0.0,10000,9.91,0.26,7,0,0,0,0.08372014394246564,Medium,10000,376.7406477410954
22,30000,4.0,4350,6.03,0.14,4,0,0,0,0.07746264218550775,Medium,4350,151.63312207813144
26,46000,2.0,25000,11.86,0.54,4,0,1,1,0.8052230827660116,High,25000,9058.759681117632
41,92000,5.0,8000,9.63,0.09,13,0,0,0,0.03293349460803663,Low,8000,118.56058058893186
24,45000,0.0,6000,17.19,0.13,3,1,0,1,0.7799955877751363,High,6000,2105.988086992868
26,36000,6.0,13000,5.99,0.36,4,0,0,1,0.3836521906976836,High,13000,2244.365315581449
40,48000,2.0,8000,15.95,0.17,11,0,0,0,0.7120442298018362,High,8000,2563.3592272866103
25,54000,4.0,12000,12.73,0.22,4,0,0,1,0.14447951567063802,Medium,12000,780.1893846214454
23,87500,2.0,1600,9.88,0.02,2,0,0,0,0.04073579202898774,Low,1600,29.32977026087117
22,33000,1.0,5000,10.25,0.15,4,0,0,0,0.15967791486409752,High,5000,359.27530844421943
30,36000,4.0,11500,13.57,0.32,8,0,0,0,0.7864600033558127,High,11500,4069.9305173663306
21,46000,2.0,5200,17.27,0.11,4,1,0,1,0.8222081031382749,High,5200,1923.9669613435633
29,120000,10.0,4700,7.14,0.04,6,0,0,0,0.023913740255328473,Low,4700,50.57756064001972
23,15000,1.0,1750,12.68,0.12,3,1,0,0,0.34405225198522227,High,1750,270.9411484383626
25,31200,1.0,6000,13.8,0.19,4,0,0,1,0.22593192942055643,High,6000,610.0162094355023
27,36000,9.0,15200,16.35,0.42,6,1,1,1,0.8015248414995362,High,15200,5482.429915856827
32,34000,7.0,6000,14.65,0.18,8,1,0,0,0.5897406964338914,High,6000,1592.2998803715066
30,60000,14.0,1750,9.99,0.03,8,0,0,0,0.044417651173536424,Low,1750,34.97890029915993
25,78000,0.0,14000,7.51,0.18,3,0,0,0,0.03774323013372049,Low,14000,237.7823498424391
28,50000,1.0,8000,5.99,0.16,7,0,0,0,0.0346793590052349,Low,8000,124.84569241884564
21,25000,0.0,5000,12.86,0.2,2,1,0,1,0.1866637207278194,High,5000,419.99337163759367
31,128000,15.0,35000,15.99,0.27,6,0,0,1,0.37295760667751027,High,35000,5874.082305170787
24,42000,9.0,3000,10.99,0.07,3,1,0,1,0.20922400001415317,High,3000,282.4524000191068
24,62000,8.0,5875,6.03,0.09,2,0,0,0,0.03217723956164087,Low,5875,85.06857709108806
32,45000,6.0,15000,7.51,0.33,5,0,0,0,0.37126549251289265,High,15000,2506.0420744620255
36,120000,21.0,10000,13.3,0.08,13,1,0,0,0.07544026556891707,Medium,10000,339.4811950601268
24,48000,0.0,6000,10.99,0.13,3,0,0,0,0.09858462247932573,Medium,6000,266.1784806941795
32,56000,13.0,3000,8.88,0.05,9,0,0,0,0.056324923217176734,Medium,3000,76.0386463431886
28,57936,2.0,13650,14.42,0.24,10,0,0,1,0.4706787099021218,High,13650,2891.143975573783
22,54000,6.0,12000,13.48,0.22,2,0,0,1,0.1469024321194604,Medium,12000,793.2731334450863
38,36000,1.0,8400,13.22,0.23,16,0,0,0,0.13294793476286618,Medium,8400,502.5431934036342
26,48000,0.0,6000,8.59,0.13,4,0,0,0,0.05594159724763442,Medium,6000,151.04231256861294
22,34500,2.0,5000,16.89,0.14,2,1,0,1,0.8933518098229754,High,5000,2010.0415721016946
23,46932,4.0,7000,5.79,0.15,4,0,0,0,0.03785193837308168,Low,7000,119.23360587520729
22,50000,5.0,10000,11.71,0.2,3,0,0,0,0.09108413088453038,Medium,10000,409.8785889803867
